,address,cause_area,contact_number,contact_person,description,email,name,website,,
1951,"Lot 33581-B ,  Jln Ipoh-Chemor,  Batu 9,31200  Chemor Perak, Darul Ridzuan.",Support Groups,+605 2014 423,,"PENGENALAN :
Yayasan Amanah An-Nur Maisarah adalah sebuah pertubuhan yang didaftarkan dibawah AKTA PEMEGANG AMANAH ( PEMERBADANAN ) 1952 di Jabatan Perdana Menteri Bahagian Hal Ehwal Undang-Undang pada 14 Ogos 2006.
Merupakan sebuah Badan Bukan Kerajaan (NGO) yang membela nasib anak yatim / miskin dari seluruh Malaysia. Sehingga kini, yayasan Amanah An-Nur Maisarah telah mempunyai anak-anak seramai 55 orang yang mana 5 daripadanya telah berada di IPTA/IPTS. Dengan menggunakan konsep kekeluargaan, yayasan akan meneruskan misi kebajikan ini dengan sokongan dan kerjasama dari semua pihak.
OBJEKTIF :
Untuk membantu, membangunkan entiti kemasyarakatan, menyalurkan khidmat masyarakat dan menyediakan kemudahan—kemudahan serta pertolongan di kalangan anak—anak yatim/miskin
Memberikan pendidikan rohani, jasmani dan spiritual yang sempurna kepada anak—anak tersebut. Membimbing mereka ke arah kecermelangan akedemik dan akhlak yang baik.",Yaam_maisarah@yahoo.com.my,Rumah Anak Yatim Yayasan Amanah An-Nur Maisarah,http://https://www.facebook.com/YayasanAmanahAnNurMaisarah,,
1952,"Jalan Tuaran Bypass, Menggatal, 88450 Kota Kinabalu, Sabah, Malaysia",Support Groups,+608 8424 567,,"Bukit Harapan began operating its first Home in Keningau on January 9th, 1989. The Rector of St. Francis Xavier Church had offered the use of a vacant house in the compound and so Anne moved in with five Special Children and two helpers. It was a difficult start as the initial sum of RM6,500.00 donated by the previous Rector, Fr. Win van der Salm was depleting fast and expenses began adding up. Anne and the helpers had to do everything; give care, love, education and therapy to the children, marketing, cooking, housekeeping, plus meeting with families who have Special Children. It was however an exhilarating period to kick off such a project. There were individuals who cast doubts on the effort saying that such rehabilitation project belong to the Government, among others.Nevertheless, Bukit Harapan persevered doggedly.
The stay in the first Home lasted about a year and owing to various factors, Bukit Harapan moved to Kota Kinabalu, to a rented house six miles away in Putatan. More Special Persons were taken in and a few more helpers and Bukit Harapan became better known to the community at large, with timely exposures to the public in the media. The stay in this second house was also brief and about a year later, Bukit Harapan shifted to Jalan Saga, Likas, Kota Kinabalu where it remained for more than 15 years.
Bukit Harapan began making greater strides in its rehabilitation activities while also serving as shelter to abused women and children as well as victims of rape. Bukit Harapan began to stand out as a publicly-funded Home which cares for the underprivileged and helpless community. Some Special Persons were also referred by the Welfare Department. Soon the Home became crowded. A temporary “classroom” was donated by the Canadian High Commission to meet the growing number of residents. Rooms were added on the ground floor and the kitchen and common living room on the ground floor was enlarged. Soon the Home took over an adjacent land in Jalan Saga where on August 31st, 1994, a new “office/school complex” called Aokam Therapeutic Centre in gratitude to the company was built.",,Bukit Harapan,http://www.bukitharapan.blogspot.com/,,
1953,"Complex Expo, Block 6, Likas, 88300, Kota Kinabalu, Sabah",Support Groups,+608 8242 333,,,sasc@tm.net.my,Persatuan Warganegara Tertua Sabah,,,
1954,"S-H-2-3,Block - C, Towering Koidupan Perdana, Jalan Penampang,88300 Penampang",Support Groups,+608 8727 663,Puan Gina Vun,The aims andobjectives of the Association shall be as follows:-,ppts1991@yahoo.com,Persatuan Perkhidmatan Taman Asuhan Kanak-kanak Sabah(TASKA),,,
1955,"No. 267, Jalan Utara Batu 5, Taman Pertama, 90000, Sandakan, Sabah",Support Groups,+608 9219 160,,,,Persatuan Bagi Orang-orang Pekak Sandakan,,,
1956,,Support Groups,,,"urrently, Budimas is supporting almost 600 orphaned and underprivileged children in 10 charitable homes in the country.

These homes include
1. Asrama Damai Rumah Anak-Anak Yatim in Kuang,
2. Bethesda Children’s Mission Home in Cheras,
3. Good Samaritan Home in Klang,
4. Pertubuhan Penyayang Raudhah in Gombak,
5. Precious Gift Home in Ipoh, Hannah Home in Ipoh,
6. Children’s Protection Society in Penang,
7. Persekutuan Kebajikan Anak-Anak Yatim Islam (Perempuan) in Penang,
8. St. Theresa & De La Salle Hostels in Kota Marudu, Sabah
9. Seri Mengasih Centre in Kota Kinabalu, Sabah.

We help feed, clothe, care and support these children in every way possible to ensure they are given a future of love and hope. Underprivileged children have a right to happiness, hope, love and a home as much as any other ordinary child. At Budimas, we are committed to giving the very best to these children and are driven by a philosophy of professionalism, high standards of governance and trust.
 ",,YAYASAN KEBAJIKAN BUDIMAS,http://yayasanbudimas.blogspot.com/,,
1958,"Lot 1632-B, Kampung Kubang Bakong, 20050 Kuala Terengganu, TERENGGANU",Support Groups,+6013 9286 300,,,pusatasuhan@yahoo.com,PUSAT ASUHAN NUR KASIH ( LIL AITAM ),http://www.pusatdarulaitam.blogspot.com/,,
1959,"Lot 429 & 431 , Kampung Tersusun Tanah Hitam, 32100 Chemor",Support Groups,+605 2011 391 ,En. Shaharuddin Razali,,,RUMAH ANAK YATIM BUDI MULIA NURUL HUDA,http://rumahbudimulianurulhuda.blogspot.com/,,
1960,"Lot 15 772 , Jalan Johan Setia, Off Jalan Langat , 41200 Klang , Selangor Darul Ehsan",Support Groups,+603 33247 758,Mohd Marzuki Jalil B,,,RUMAH KEBAJIKAN ANAK YATIM & MISKIN AL-MUNIRAH,http://almunirah.blogspot.com/,,
1962,"No. 35, 1/14, Bandar Country Home, Rawang",Support Groups,+6012 2663 649,Masliza Abu Bakar ,"Kematian ibu atau bapa akan menyebabkan anak-anak merasa kekosongan dalam diri mereka. Hilangnya belaian kasih sayang dari orang tua serta tempat untuk berlindung menjadikan anak-anak ini dihantui perasaan sedih.Selain kehilangan kasih sayang, keperluan hidup mereka juga tidak lagi seperti sebelumnya. Makan, minum, pakaian dan lain-lain juga turut berubah seiring dengan pemergian yang tersayang.
Realiti kehidupan masyarakat hari ini enunjukkan bahawa kebanyakan anak yatim yang tidak mendapat perhatian sewajarnya akan mengharungi kehidupan yang begitu sukar, perit dan menyedihkan.
Umum mengetahui bahawa Islam adalah satu agama yang menitikberatkan soal kasih sayang. Ia menekankan kepada kita agar tidak menyisihkan dan mengabaikan anak yatim terutama yang datang dari keluarga yang serba kekurangan dan tidak berkemampuan.
Anak-anak ini juga memerlukan belaian dan kasih sayang serta keperluan hidup seperti makan, minum dan pakaian seperti manusia yang lain. Ini supaya mereka dapat menjalani kehidupan yang mendatang dengan harmoni dan bahagia.
“Sebagai seorang Muslim, rasa tanggungjawab itu perlu ada lebih-lebih lagi bagi menjaga golongan-golongan seperti mereka ini,” ujar pengasas Rumah Amal Baitul Fitrah, Masliza Abu Bakar, 38.
Menurutnya, anak yatim juga memerlukan pembelaan yang sewajarnya supaya pelajaran dan kehidupan mereka tidak terabai disebabkan kekurangan dari segi wang dan lain-lain untuk menampung kehidupan mereka.
Rumah Amal Baitul Fitrah memulakan operasinya pada tahun 2006 dengan permulaan penghuninya seramai 16 orang dan hanya menyewa rumah flat untuk anak-anak ini berteduh ketika itu.
Kini, Rumah Amal Baitul Fitrah telah berpindah ke rumah teres semi-D di No. 3 Jalan Desa 2/1, Bandar Country Home, Rawang. Rumah ini menempatkan seramai 30 anak-anak yatim selain menjaga kebajikan 20 ibu tunggal.
Masliza berkata, rumah itu menempatkan anak-anak yatim perempuan, manakala yang lelaki masih tinggal di rumah flat yang lama.
“Apabila ada majlis keraian seperti Maulidur Rasul, anak-anak yatim dan ibu-ibu tunggal ini akan berkumpul di sini,” katanya yang mesra dengan panggilan Ummu Liza di kalangan penghuni Baitul Fitrah dan rakan-rakan.
Kata beliau, rumah ini tidak mengamalkan disiplin yang ketat kerana pengasasnya mahukan suasana kekeluargaan di dalamnya.
“Setiap anak-anak ini kita didik dan berikan kasih sayang seperti seorang ibu kepada anak-anaknya. Kita tidak mahu mereka terasa tersisih dengan kekurangan yang dimiliki.
“Apabila ada kesempatan, kita akan membawa anak-anak ini bercuti selain menghantar mereka ke kem-kem motivasi supaya pelajaran mereka tidak terabai,” katanya.
Menurut Ummu Liza lagi, anak-anak yatim ini menunjukkan prestasi pelajaran yang boleh dibanggakan berbanding sebelumnya.
“Di sini, mereka akan diberikan tuisyen oleh guru-guru yang secara sukarela mengajar mereka. Kita adakan tuisyen seperti matematik dan bahasa Inggeris untuk anak-anak yang akan menduduki peperiksaan,” jelasnya.
Melihat persekitaran rumah yang didiami oleh anak-anak ini, sebak mula menyelubungi diri. Di ruang bawah rumah ini terdapat sofa, televisyen dan meja makan hasil sumbangan orang ramai. Ruang yang kecil itu juga turut menempatkan barang-barang sumbangan seperti pakaian dan tilam selain kerusi untuk mereka belajar. Almari yang ada juga tidak dapat digunakan sepenuhnya kerana terlalu uzur.
Kata Ummu Liza, rumah teres ini memiliki empat buah bilik dan setiap bilik dilengkapi dengan katil dua tingkat. Untuk bilik utamanya, diletakkan seramai tujuh orang di dalamnya.
“Rumah ini walaupun dua tingkat tetapi ia masih belum dapat menampung mereka ini. Sebab itu, kita cari rumah lain untuk menempatkan anak-anak kecil supaya tidak mengganggu yang dewasa untuk belajar,” ujarnya.
Selain itu, rumah amal ini juga hanya memiliki sebuah van lama yang digunakan untuk menghantar dan mengambil anak-anak ini dari sekolah.
Menurut Ummu Liza, dia terpaksa menjadi pemandu sementara untuk anak-anak ini kerana ketika ini mereka tidak mempunyai pemandu.
“Pemandu yang lama terpaksa berhenti kerana tidak sihat dan kita dalam proses mendapatkan pemandu yang baru bagi memudahkan segala urusan.
“Dengan berbekalkan sebuah van lama ini, kami membawa anak-anak ini untuk pergi bercuti. Terpaksalah kami berulang-alik mengangkut mereka kerana tidak mempunyai kenderaan yang cukup. Kadang-kadang, ada juga guru-guru tuisyen ini menggunakan kenderaan mereka,” katanya.
Tambahnya lagi, setiap sumbangan bukan sahaja digunakan oleh mereka namun ia turut diagihkan kepada anak-anak yatim dan ibu-ibu tunggal yang lain.",,RUMAH ANAK YATIM BAITUL FITRAH,http://rumahanakyatimbaitulfitrah.blogspot.com/,,
1963,"No. 79 Jalan Scotland, 11400 Pulau Pinang",Support Groups,+604 2297 355,Tn Hj Shaik Mohamad PMA,,,Persatuan Kebajikan Anak-anak Yatim Islam Pulau Pinang Wisma Yatim (Perempuan),,,
1966,"173, Jalan Air Itam, 11400 Pulau Pinang",Support Groups,+604 8288 897,Tn Hj Shaik Mohamad PMA ,,wismapg@pd.jaring.my,Persatuan Kebajikan Anak-anak Yatim Islam Pulau Pinang Wisma Yatim (Laki-Laki),,,
1967," 111-3, Kompleks Pasar Borong, Jalan 2/3 A, km12 Jalan Ipoh Selayang, 68100 Batu Caves, Kuala Lumpur",Support Groups,+6019 2621 671 ,,"Madrasah Hashimiah telah ditubuhkan lebih 10 tahun dan bermula dengan 3 orang murid sahaja. Bermula dengan tiga orang murid, Ustaz Hashim memberi bimbingan kelas agama dan al-Quran kepada mereka. Situasi sekarang yang tidak membenarkan anak-anak pelarian Rohingya dan Myanmar Muslim ini mendapat pendidikan formal di sekolah tempatan, membuatkan jumlah anak murid Ustaz Hashim bertambah dari tahun ke tahun. Dan kini pada tahun 2010, jumlah anak muridnya mencapai hampir 130 orang di mana hampir kesemuanya merupakan anak-anak yatim atau anak-anak fakir miskin. Hampir 40 orang anak muridnya tinggal di asrama Madrasah Hashimiah dan selebihnya tinggal bersama ibu bapa atau waris saudara mara. Alhamdulillah, sekian tahun berkembang, kini Madrasah Hashimiah juga menyediakan kelas akademik asas seperti Matematik, Bahasa Melayu, Bahasa Inggeris dan Bahasa Myanmar di samping kelas agama seperti Fardhu Ain, Iqra dan Tahfiz Quran.
Madrasah Hashimiah ini tidak mendapat sebarang bantuan kewangan tetap dari mana-mana pihak kerana status sekolahnya sebagai sekolah pelarian. Ustaz Hashim selaku pengetua Madrasah Hashimiah bertanggungjawab untuk mendapatkan dana bagi menampung perbelanjaan sekolah yang mencapai RM7000 sebulan. Penat lelah Ustaz Hashim yang membuat kelas Quran dengan kaedah ‘Home Tuition’ sedikit sebanyak telah digunakan untuk perbelanjaan Madrasah Hashimiah.
Ustaz Hashim amat mengalukan orang ramai untuk datang memberi sumbangan atau bantuan kepada anak-anak yatim dan miskin Madrasah Hashimiah ini. Berkat sumbangan orang ramai, sentiasa akan didoakannya agar memperoleh kebaikan di dunia dan akhirat, insyaAllah.",,Rumah Anak Yatim Rohingya,,,
1968,"No 24, Jalan Anggerik 4A, Seksyen BB4, Bandar Bukit Beruntung 48300, Selangor",Support Groups,+603 60281 434 ,Encik Taufik Redha Ahmad,"Rumah Anak Kesayanganku (RAK) ialah sebuah rumah kebajikan yang baru dibuka pada Januari 2007 bersamaan dengan bulan Muharam 1428 yang menempatkan seramai 40 orang anak-anak yatim dan fakir miskin, ibu tunggal dan golongan yang layak menerima zakat.",anakkesayanganku@yahoo.com.my,Rumah Anak Kesayanganku,http://www.anakkesayanganku.blogspot.com,,
1969,"Saujana, 22110 Setiu, Terengganu",Support Groups,+609 6920 503,Tuan Hj Ahmad Ismail b. Mohd. Zain,,,Asrama Perkaya,,,
1970,"30, Jalan Besar, 86000 Kluang, Johor",Support Groups,+607 7725 841,Hj Jurimi Kabit,,,Pertubuhan Kebajikan Anak Yatim Islam Kluang (PKAYIK),,,
1971,"Kg Padang Pak Su Man, Jalan Mak Kemas, Bukit Payung 21400 Kuala Terengganu, Terengganu",Support Groups,+609 6192 667,En Kamarudin,,luqman_ps@yahoo.com,Asrama Anak Yatim Darul Falah,http://darulfalah.com.my/,,
1972,"180 Jalan Kluang, 83000 Batu Pahat, Johor",Support Groups,+607 4324 206,Tuan Hj Ali Bt Hji Siran,,,Pertubuhan Kebajikan Anak Yatim Islam Batu Pahat (PKAYI),http://www.facebook.com/pages/Pertubuhan-Kebajikan-Anak-Anak-Yatim-Islam-Batu-Pahat/233945096635244,,
