"cause_area","name","description","address","website","contact_number","email","city"
"disabilities","Prostheses Foundation in Thailand","Prostheses Foundation in Thailand Under the Royal Princess Mother Prostheses Foundation in Thailand under the Royal Princesses Mother has been registered on August 17, 1992 by HRH Princesses Mother, She served as the Honorary Chairperson and please be kind
    enough to Princess Galayani Nivadhana Krom Luang Narathiwat being President of the foundation.  Both Princesses had generously granted the initiated fund to establish the
    Prostheses Foundation in order to provide services prosthetic since 1992 onward. At present, HRH Princess Maha Chakri Sirindhorn has served as the Chairperson of the foundation in order to inherit her activities from HRH Princess Mother and HRH Princess Galayani Nivadhana
    since January 26, 2009. The foundation has its mission detailing as follow : 1. To undertake methodology research of prosthetic leg for every technician being able to produce. 2. To Artificially experimental research on prosthetic leg parts from domestic resources that are durable and suitable with the region. 3. To conduct training to enhance knowledge and skills to orthotic technicians  In countries and regions 4. To Educate and disseminate orthotics knowledge and  physical structure of the body for the practitioner involved. Contact : Prostheses Foundation in Thailand Under the Royal Princess Mother Chiang Mai Office
                                                      Bangkok
    Office 199 Moo 4 Tumbol Donkeaw               
                         693 Bumroongmueang Rd. Klong Amphur Maerim, Chiang Mai, Thailand 50180             Pomprab Bangkok Thailand 10100 Tel : +66 5311-2271 to 3                                         Tel : +66 2 224-5764 Fax : +66 5311-2275","","http://www.prosthesesfoundation.or.th","+66 5311-2271 "," "," "
"disabilities","Phud Hong Leper Foundation","Phud Hong Leper Foundation under the Royal Patronage of Her Majesty Queen Rambhai
    Barni Phud Hong Leper Founation aims to take care 180 lepers as a community
    without any discrimination, the leper colony is located in Nakorn Sritamaracha province. Contact Phud Hong Leper Foundation C/O Bangkok Post 136 Naranong Rd. Klong Teoy Bangkok 10110, Thailand Tel : 066 02 2400 3700 Review:  See our review
    here","","http://www.bangkokpost.com/phudhong/phud1 .html","066 02 2400 3700"," "," "
"disabilities","Siri Wattana Cheshire Foundation","Siri Wattana Cheshire Foundation Under the Royal Patronage of Her Majesty the Queen Siri Wattana Cheshire Foundation, Thailand has been initiated by Thanpuying Mom Ngmjit Burachat who had promoted and established
    Chesire Home with other founder on August 12, 1964., based on principles of Leonard Cheshire International duly founded by Lord Leonard Cheshire who had created the Foundation by donating his own
    home as the first residence of disabled in London, England in 1948. The foundation was graciously accepted to be under the Roya Patronage of Her Majesty the Queen and legally registered as public
    charity organization in Thailand for more than 40 years. The foundation presently has 5 homes for disabled to resident as follow: 1.       Siri Wattana Samut Prakan
    Home, Samut Prakan Province 2.       Thongpoon Home-Rangsit,
    Pahtumthani Province 3.       Thongyoo Cheshire
    Home-Chiangmai, Chaiangmai Province 4.       Susamer Home – Cha-am,
    Phetburi Province 5.       Itharat Roi-Et Cheshire –
    Roi Et Province Contact :  Siri Wattana Cheshire Foundation The Secretariat Offfice 25 Alma Link Building Soi Chidlom, Pathumwan Bangkok, Thailand 10330 Tel : 02-2516-458","","http://www.siriwattanacheshire.org/","  02-2516-458"," ","NA NA NA NA NA"
"disabilities","Thai with Disability Foundation","Thai with Disability Foundation Thai with Disability Foundation was established in order to support Association of the Physically handicapped of Thailand in order to
    coordinate with other agencies and to fund-raising for the Association in addition to promote any activities benefiting to Thai with disability. Contact : Thai with Disability Foundation 78/63 Moo 1 Tiwanon Road, Bangtalad, Pakkret, Nontaburi, Thailand 11120 Tel : 02-582-0897-8","","http://www.tdf.or.th","  02-582-0897-8","tdf_tw@hotmail.com"," "
"disabilities","Thailand Association of the Blind","Thailand Association of the Blind The Association has been established by a blind American woman Ms. Jeneweave Colfield who initiated a school for the blind in Thailand in corporation with Foundation for the Blind in Thailand
    with its aims to : -        To unite as one of the blind -        To jointly protecting and preserving
    the rights of the person is the rightful desire of the blind. -        To develop, promote and build the blind
    who lack opportunities in society have a better quality of living. Contact: 85/1-2 Soi Boonyou Dindeang Rd. Samsennai Payathai Bangkok 10400 Tel : 02-246-3835","","http://tabgroup.tab.or.th","  02-246-3835"," "," "
"disabilities","The Center for the Development of People with Disabilities (CDPD)","The Center for the Development of People with Disabilities (CDPD) The Christian Center for the Development of People with Disabilities (CDPD) is a Christian organization that was
    established in cooperation with the Thailand Karen Baptist Convention. It provides services for children and youth with disabilities and their families. Services include therapy, special
    education, preparation for and promotion of education for children with special needs, vocational training, income generation, and community awareness through teaching and radio programs. The
    center provides care regardless of the gender, nationality, beliefs or religion of the client. The center and its staff have been providing services since 2001. The center’s main objective is to
    develop the potential of children and youth with disabilities so that they may live independently. Contact : 195 Langpanit Rd. MaeSariang MaeHong Son Thailand 58110 Tel : 0-5368-1373
    

    
    Fax : 0-5368-1373","","http://cdpdthailand.org","-5368-1373
    

    
    ","admin@cdpdthailand.org"," "
"disabilities","The Disabled Development Foundation","The Disabled Development Foundation Helping the disabled throughout Thailand Contact: Telephone: 0-2281-9280 Province: Bangkok Address: 29 Chiyapluek Building, Wisuthikasat Road, K. Bangkunplom, Bangkok 10200 Volunteers: Review:","29 Chiyapluek Building, Wisuthikasat Road, K. Bangkunplom, Bangkok 10200","http://www.tddf.or.th","-2281-9280","office@tddf.or.th"," Bangkok"
"disabilities","Rajanukul Institute","Rajanukul Institute and The foundation for Rajanukul Institute Under the Royal patronage of HRH Princess Kalaya Niwatana Rajanukul Institute, is the governmental agency under the Department of Mental Health, MOPH,which has its  a policy to extend its services to people in community and provides knowledge,
    services, early intervention and child skills training with proper methods. The institute  main mission is academic development with the emphasis on research with the key goal to raise the
    better quality of lives of the intellectually and developmentally disabled people, living their lives with dignity equally to others in society. The main objectives of the foundation for Rajanukul Institute under the Royal patronage of HRH Princess Kalaya Niwatana are as follow: 1.       To help the intellectually and developmentally disabled persons who are poor. 2.       To support the operations of the institute and provide training for skills development for persons with intellectual and developmental disabilities in all aspects. 3.       To operate all activities for public interests or cooperate with other charity organizations to fulfill the above objectives and the institute's mission. Contact : Rajanukul Institute. 4737 Dindaeng Road.  Dindaeng  Bangkok 10400 Tel.02-248-8900","","http://rajanukul.go.th/",NA," "," "
"disabilities","The Foundation for the Welfare of Mentally Retarded of Thailand","The Foundation for the Welfare of Mentally Retarded of Thailand Under the Royal patronage of Her Majesty the Queen The foundation for the Welfare of Mentally retarded of Thailand under the patronage of Her Majesty the queen has established on July 14, 1962 by participation of
Princess Prem Purachatra and Ministry of Public Health through the hospital for mentally retarded patient under Medical department with the foundation’s objectives following : 1.      To encourage training, education and
social welfare for the mentally retarded. 2.      To survey and research on mental
condition of the mentally retarded for prevention, rehabilitation and social welfare benefit. 3.      To encourage cooperation between
government and private sectors both domestically and internationally to improve the welfare of the mentally retarded. 4.      To cooperate with other social welfare
organizations. Contact : The Foundation for the Welfare of the Mentally Retarded of Thailandunder the Royal Patronage of Her Majesty the Queen 4739 Din Daeng Rd., Bangkok 10400Tel: (66)2-245-3954, (66)2-245-2643 Fax: (66)2-246-8329","","http://www.fmrth.com/","(66)2-245-3954"," "," "
"disabilities","The Rainbow Room Foundation","The Rainbow Room Foundation A Special Needs Awareness Center The Rainbow Room is a non-profit special needs awareness center.
     The center roles  are as parents, families and friends of individuals with developmental and behavioral special needs, including Down Syndrome, Autism, Asperger’s, PDD-NOS, Cerebral
    Palsy, ADHD and other genetic challenges. The center raise positive awareness through sharing of information, experiences, encouragement and empowerment, using
    “Parent-to-Parent” model. The Rainbow Room A Special Needs Awareness Center in Bangkok.30 Sukhumvit 38, Bangkok Thailand Tel     : +662.712.0923","","https://www.facebook .com/specialrainbow","+662.712.0923","info@therainbowroom.org"," "
"disabilities","Setsatian School","Setsatian School Under the Royal H.R.H. Crown Prince Maha Vajiralongkorn The first School for the deaf in Thailand is under the patronage of HRH the Crown Prince Maha Vajiralongkorn. Contact: Telephone: 0 2241
    4738 Province:
    Bangkok Address: 137 Rama 5
    Road, Kwang Nakornchaisri Road, Khet Dusit, Bangkok 10300 Volunteers: Review:","137 Rama 5
    Road, Kwang Nakornchaisri Road, Khet Dusit, Bangkok 10300","http://www.setsatian.ac.th http://www.facebook.com/BangkokBreastCancer","0 2241
    4738","setsatian@hotmail.com","
    Bangkok"
"disabilities","Special Education Center Lamphun","Special Education Center Lamphun Providing non-formal education for students with disability and providing training workshop for their parents
    and care takers, with centers in several provinces. Contact: - Telephone:  (053) 534509 Province: Lamphun, Thailand Address: 365 Moo 2, T.Tonthong, A.Muang, Lamphun 51000 Volunteers: - Review: -","365 Moo 2, T.Tonthong, A.Muang, Lamphun 51000","http://lamphunspecial.com/","(053) 534509","speclamphun@gmail.com"," Lamphun, Thail"
"disabilities","Universal Foundation for Persons with Disabilities","Universal Foundation for Persons with Disabilities Universal Foundation for Persons with Disabilities was founded by Professor Wiriya
    Namsiripongpan whogot an accident from explosive in 1967 when he was 15 years old which caused him blind and lose his two left fingers. The UFP foundation aims to support new generation of the blind to seek their more own
    potential and ability than ordinary people think. The foundation objective are : -         To create good attitude for Thai people to think that disabled persons have more potential and knowledge. -         To develop disabled persons since they were born until they can work. -         To coordinate for promotion from public and private sections, via medias, radios, televisions, information technologies for better quality life of disabled
    persons. -         To train and observe the progress of disabled persons are good people and work for others. UFP foundation applied to be Public Interest Organization and was allowed on 18th November 2005, registration No.0460. It caused UFP foundation got
    advantage rights follow the Act of 10 items to arrange social welfare such as rights to present representative and elect to be boards in National Social Welfare Management or Provincial Social
    Welfare Management, moreover present project to get the grants from Fund of Social Welfare Management etc.. UFP foundation was declared to be Tax-exempted Non-profit Organization and UFP foundation was allowed on 14th February 2007, No. 628: In additional,
    normal persons who donate grant for UFP foundation can take their receipt to decrease personal income tax as well as real subsidy but not more than 10% of net . Contact : Universal Foundation for Persons with Disabilities 27/5 Soi 39 Arun Amarin Rd., Bangkoknoi, Bangkok , Thailand 10702 Tel 02-886-1188","","http://www.wiriya-ufp.org",NA,"wiriyanam@gmail.com"," "
