UEN No,Charity Status,Date of Charity Registration,IPC Status,IPC Period,Website,Details URL,country,name,address,cause_area
S95SS0151B,Registered,19/12/1996,Not applicable,Not applicable,http://www.ananias.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZmQ3MzY2MTktN2I2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Ananias Centre,336 ANG MO KIO AVENUE 1 #01-2079  Singapore 560336,Social and Welfare
S85SS0065H,Registered,19/09/1988,Not applicable,Not applicable,http://www.acsotemple.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NmMyOGYwODItNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Ang Chee Sia Ong Temple,131 West Coast Drive   Singapore 128014,Religious
201229962D,Registered,23/01/2014,Not applicable,Not applicable,http://www.acmfoundation.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OGRiMGI3N2MtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,ANG CHIN MOH FOUNDATION,53 UBI AVENUE 1 #01-56 PAYA UBI INDUSTRIAL PARK Singapore 408934,Others
200201385C,Registered,26/08/2002,Live,From 27/09/2017 To 26/09/2018,http://www.amkh.com.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YmJiMzU2NmMtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,ANG MO KIO - THYE HUA KWAN HOSPITAL LTD.,1 NORTH BRIDGE ROAD #23-03 HIGH STREET CENTRE Singapore 179094,Health
S87CC0484A,Registered,26/08/1987,Not applicable,Not applicable,http://www.amkmc-cac.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ODRiN2EyOTItNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,ANG MO KIO CHINESE METHODIST CHURCH,1 ANG MO KIO STREET 21  ANG MO KIO METHODIST CHURCH Singapore 569383,Religious
S87CC0491G,Registered,05/09/1987,Not applicable,Not applicable,http://www.amkmc.org.sg/,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NWU5MWVhNzgtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,ANG MO KIO METHODIST CHURCH (TRAC),1 ANG MO KIO STREET 21  ANG MO KIO METHODIST CHURCH Singapore 569383,Religious
T12SS0071H,Registered,23/06/2012,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OWNkZjA3NGEtN2I2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,ANG MO KIO PRESBYTERIAN CHURCH,5209 ANG MO KIO AVENUE 6   Singapore 569845,Religious
S87CC0497E,Registered,10/09/1987,Not applicable,Not applicable,http://amktmc.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MzM2MGUwNWQtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,ANG MO KIO TAMIL METHODIST CHURCH,1 ANG MO KIO ST 21   Singapore 569383,Religious
T00CC1416D,Registered,22/02/2000,Live,From 01/04/2013 To 31/03/2018,http://www.pa.gov.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MGJiMmMzMGItN2I2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,ANG MO KIO-HOUGANG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,51 HOUGANG AVENUE 9 #1-01  Singapore 538776,Community
T03SS0149J,Registered,04/12/2003,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NTAwOWNiMzEtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Angora Brethren Chapel,3 Pasir Panjang Hill   Singapore 118827,Religious
T01SS0121K,Registered,11/01/2005,Live,From 01/06/2017 To 31/05/2018,http://www.acres.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YTBkNmQyMmItN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Animal Concerns Research and Education Society,91 Jalan Lekar   Singapore 698917,Others
T02SS0040E,Registered,30/01/2015,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MTdhMGM4ODktODBmYS1lMzExLTk2ZTktMDA1MDU2YTQxZjJk,Singapore,Animal Lovers League,171C CYPRUS ROAD   Singapore 759711,Others
S85SS0044B,Registered,23/03/1990,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OTQ5N2Y3YWUtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Ann Jin Kiong,18 Hougang Street 11   Singapore 538747,Religious
S84SS0084F,Registered,07/12/1988,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Yzc3NTE3YWUtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Ann San Temple,489 Serangoon North Avenue 1   Singapore 555891,Religious
S95SS0015H,Registered,20/01/1997,Not applicable,Not applicable,http://www.amccsm.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MjI2MGUwNWQtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Antioch Missions,5001 BEACH ROAD #04-01C GOLDEN MILE COMPLEX Singapore 199588,Religious
T05SS0095C,Registered,19/11/2009,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZmFjZjIwODUtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Aoxiang Counselling Service,480 LORONG 2 TOA PAYOH #2-02-18 TOA PAYOH METHODIST CHURCH Singapore 319641,Social and Welfare
S89SS0091D,Registered,11/11/1991,Live,From 01/12/2015 To 31/08/2018,http://www.apexrehab.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NWJhZWJjZTYtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Apex Day Rehabilitation Centre For Elderly,119 Bukit Merah View #01-85  Singapore 152119,Social and Welfare
S95SS0086F,Registered,23/07/1997,Live,From 30/04/2016 To 29/04/2018,http://www.apexharmony.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MWMwZGY2ZDktNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Apex Harmony Lodge,10 Pasir Ris Walk   Singapore 518240,Health
201021661K,Registered,10/11/2010,Live,From 01/01/2018 To 31/12/2020,http://www.arcchildren.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZDBkZmI0ZGMtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,ARC CHILDREN'S CENTRE CO LIMITED,60 KIM KEAT ROAD #01-02 KIM KEAT HOUSE Singapore 328827,Social and Welfare
201112356K,Registered,08/12/2011,Not applicable,Not applicable,http://www.autism.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZjQwNjVhNDYtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,ARC LEARNING ACADEMY LTD.,5 ANG MO KIO AVENUE 10  PATHLIGHT SCHOOL Singapore 569739,Social and Welfare
S69SS0005C,Registered,19/01/2011,Not applicable,Not applicable,http://archerysingapore.com,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ODFiN2EyOTItNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,ARCHERY ASSOCIATION OF SINGAPORE,17 TU FU AVENUE  TEACHER'S HOUSING ESTATE Singapore 787224,Sports
T07SS0078B,Registered,18/08/2009,Not applicable,Not applicable,http://www.thearkchurch.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MWNmNGFiOTEtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,"ARK, THE",10 ANSON ROAD #18-17 INTERNATIONAL PLAZA Singapore 079903,Religious
T03CC1734K,Registered,23/10/2003,Not applicable,Not applicable,http://armeniansinasia.org/,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MmVhOTVlMWYtN2I2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,"ARMENIAN APOSTOLIC CHURCH OF ST GREGORY THE ILLUMINATOR, TRUST, THE",60  HILL STREET   Singapore 179366,Religious
201307683K,Registered,11/04/2014,Not applicable,Not applicable,http://www.arsnovacompetition.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OWNiOWQ3MDYtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,ARS NOVA COMPETITION LIMITED,185A UPPER THOMSON ROAD  YEW LIAN PARK Singapore 574333,Arts and Heritage
200304127K,Registered,15/10/2003,Live,From 01/04/2016 To 31/03/2019,http://www.artoutreachsingapore.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZDZlOTExMTMtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,ART OUTREACH SINGAPORE LIMITED,47 MALAN ROAD #01-24 GILLMAN BARRACKS Singapore 109444,Arts and Heritage
200311483R,Registered,04/11/2004,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZjZjNzdiMzAtN2I2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,ART RETREAT LIMITED,10 UBI CRESCENT #01-45 UBI TECHPARK Singapore 408564,Arts and Heritage
200413371D,Registered,12/11/2004,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YTIzYWNkY2UtNzg2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,ARTS FOR US ALL (AFUA) LTD.,"1 OLD PARLIAMENT LANE  ARTS HOUSE AT THE OLD PARLIAMENT, THE Singapore 179429",Arts and Heritage
200210647W,Registered,24/02/2003,Live,From 01/01/2017 To 31/12/2019,www.theartshouse.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YzgwOGYzMTQtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,ARTS HOUSE LTD.,1 OLD PARLIAMENT LANE #02-01 THE ARTS HOUSE AT THE OLD PARL. Singapore 179429,Arts and Heritage
199500688W,Registered,24/10/2017,Not applicable,Not applicable,www.artstheatre.com.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OTc2OTcyZWItMDYyMC1lNzExLTk3NDktMDA1MDU2OTYyODYw,Singapore,ARTS THEATRE OF SINGAPORE LTD,3015 UBI ROAD 1 #02-216 KAMPONG UBI INDUSTRIAL ESTATE Singapore 408704,Arts and Heritage
201432448C,Registered,29/09/2015,Not applicable,Not applicable,www.artswok.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjFiMjFlOWItYWVmYS1lNDExLThmNGItMDAwYzI5ZjYzOWJh,Singapore,ARTSWOK COLLABORATIVE LIMITED,305 SERANGOON AVENUE 2 #04-98 CHUAN VILLAGE Singapore 550305,Arts and Heritage
S75SS0033J,Registered,04/11/2000,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Yjk2NzYwZWUtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Arulmigu Murugan Temple,281 Jurong East Street 21   Singapore 609605,Religious
T00SS0127C,Registered,26/05/2005,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZmE0MjVhMDItNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Arulmigu Velmurugan Gnana Muneeswarar Temple,397 Serangoon Road   Singapore 218123,Religious
S62SS0019A,Registered,18/07/1985,Not applicable,Not applicable,www.aryasamajsingapore.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NTg5MWVhNzgtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Arya Samaj Singapore,113 Syed Alwi Road   Singapore 207681,Religious
201025962K,Registered,30/06/2014,Not applicable,Not applicable,http://www.asean-csr-network.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZmQ4OGJiZmUtNGNhNC1lMzExLWFkYjUtMDA1MDU2YTQxZjJk,Singapore,ASEAN CSR NETWORK LTD.,10 HOE CHIANG ROAD #08-03 KEPPEL TOWERS Singapore 089315,Others
201020535E,Registered,19/04/2011,Not applicable,Not applicable,http://singapore.ashoka.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MjVmMzkxMzgtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,ASHOKA : INNOVATORS FOR THE PUBLIC (SINGAPORE) LIMITED,1 COLEMAN STREET #07-02 THE ADELPHI Singapore 179803,Others
T02SS0019J,Registered,28/01/2003,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NzU1NTk2NDYtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Asia Aflame Network (Singapore),32B Keong Saik Road   Singapore 089139,Religious
S92SS0012E,Registered,30/09/1992,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MTZlNjFjY2EtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,ASIA BIBLICAL THEOLOGICAL SEMINARY OF CORNERSTONE UNIVERSITY,368 PASIR PANJANG ROAD  NAZARETH BIBLE-PRESBYTERIAN CHURCH Singapore 118705,Religious
200804347D,Registered,23/10/2008,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YzRmZGVjZTctNzg2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,ASIA CORNEA FOUNDATION,11 THIRD HOSPITAL AVENUE  SINGAPORE NATIONAL EYE CENTRE Singapore 168751,Health
S61SS0190H,Registered,23/07/1985,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NTU5MWVhNzgtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Asia Evangelistic Fellowship,89 Short Street #02-16 Golden Wall Centre Singapore 188216,Religious
S94CC1034B,Registered,23/07/1994,Live,From 19/03/2017 To 18/03/2019,http://apbfoundation.org.sg/,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MGEzYTgzMWYtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,ASIA PACIFIC BREWERIES FOUNDATION,459 JALAN AHMAD IBRAHIM   Singapore 639934,Others
T01SS0003A,Registered,25/07/2003,Not applicable,Not applicable,http://www.aphn.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ODJhMmYzYzktNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Asia Pacific Hospice Palliative Care Network,11 Hospital Drive  National Cancer Centre Department of Palliative Medicine Singapore 169610,Health
198301173C,Registered,24/12/1991,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZGNlYTMxMWYtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,ASIA PACIFIC MISSION LTD,3 ANSON ROAD #07-01 SPRINGLEAF TOWER Singapore 079909,Religious
201528607M,Registered,29/09/2015,Not applicable,Not applicable,www.asiaphilanthropycircle.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Mjk5ODUwNDktMGYzMS1lNTExLThiNDAtMDAwYzI5ZjYzOWJh,Singapore,ASIA PHILANTHROPY CIRCLE LTD.,352 TANGLIN ROAD #01-07 TANGLIN INTERNATIONAL CENTRE Singapore 247671,Others
S85SS0003H,Registered,05/06/1992,Not applicable,Not applicable,http://www.atc.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YTViYWRlYTItN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,ASIA THEOLOGICAL CENTER,20 TAMPINES STREET 43   Singapore 529151,Religious
S99SS0112J,Registered,05/06/2002,Not applicable,Not applicable,http://www.abcc.sg/,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OWY2ZWRjN2UtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Asian Baptist Community Church,45 Syed Alwi Road #02-01  Singapore 207636,Religious
201500327G,Registered,27/10/2016,Not applicable,Not applicable,abli.asia,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YTY5OTI4YmQtYWVlNS1lNTExLWFjYjgtMDAwYzI5ZjYzOWJh,Singapore,ASIAN BUSINESS LAW INSTITUTE,1 SUPREME COURT LANE #06-00 SUPREME COURT BUILDING Singapore 178879,Others
S90SS0058B,Registered,04/09/1991,Not applicable,Not applicable,http://www.acti-singapore.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ODE0NTNjZGMtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Asian Christian Training Centre,2 CLUNY ROAD   Singapore 259570,Religious
200500010H,Registered,17/10/2005,Live,From 13/01/2017 To 12/01/2019,www.asianfilmarchive.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MWZjNjFhMTktNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,ASIAN FILM ARCHIVE,100 VICTORIA STREET #04-00 NATIONAL LIBRARY BUILDING Singapore 188064,Arts and Heritage
197100157K,Registered,24/09/1997,Not applicable,Not applicable,http://www.amic.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YTNlNDVmZWYtNzg2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,"ASIAN MEDIA, INFORMATION AND COMMUNICATION CENTRE LIMITED",CS-02-28 NANYANG DRIVE  NTU SCHOOL OF COMMUNICATION STUDIES BLDG Singapore 639798,Others
200303941K,Registered,23/08/2003,Live,From 04/06/2016 To 03/06/2018,http://www.asianmedicalfoundation.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjdkMDE0YzQtNzg2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,ASIAN MEDICAL FOUNDATION LTD.,585 NORTH BRIDGE ROAD #11-00  Singapore 188770,Health
201016116M,Registered,24/02/2011,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZGNjZWM0YTctNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,ASIAN VENTURE PHILANTHROPY NETWORK LIMITED,80 ROBINSON ROAD #02-00  Singapore 068898,Others
S70SS0021J,Registered,07/11/1984,Not applicable,Not applicable,http://www.awwa.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NWM3ZjUyNTEtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Asian Women's Welfare Association,9 Lorong Napiri   Singapore 547531,Social and Welfare
T00SS0005K,Registered,12/05/2000,Not applicable,Not applicable,http://agcss.weebly.com/,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MzMwMjk1YWEtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Assemblies of God Community Services Society,247 PAYA LEBAR ROAD #01-01 TRINITY @ PAYA LEBAR Singapore 409045,Social and Welfare
S71SS0008J,Registered,28/05/1985,Not applicable,Not applicable,http://www.ag.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OGJmZjdjOTUtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,"Assemblies of God of Singapore, The",247 PAYA LEBAR ROAD #01-01 TRINITY @ PAYA LEBAR Singapore 409045,Religious
201208993Z,Registered,03/05/2012,Live,From 27/04/2017 To 26/04/2020,http://www.assisihospice.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OTkwZmI3MDAtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,ASSISI HOSPICE,80 RAFFLES PLACE #32-01 UOB PLAZA Singapore 048624,Health
T03SS0174L,Registered,13/02/2006,Not applicable,Not applicable,http://www.abas.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OWQwNDZhNTctN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Association for Breastfeeding Advocacy (Singapore),96 Waterloo Street #02-04 SCWO Centre Singapore 187967,Health
S75SS0058K,Registered,30/11/1984,Live,From 01/12/2015 To 28/02/2018,http://www.apsn.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NWJlOGJkN2QtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Association for Persons with Special Needs,900 NEW UPPER CHANGI ROAD   Singapore 467354,Social and Welfare
S90SS0014J,Registered,18/04/1996,Not applicable,Not applicable,http://sunflower.singnet.com.sg/~kyeow/,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=N2Q4NmVmYzMtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Association of Bible-Believing Christians,302 Pasir Panjang Road   Singapore 118643,Religious
199105100D,Registered,19/10/1991,Live,From 10/10/2014 To 09/10/2018,amp.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OGQwZmI3MDAtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,ASSOCIATION OF MUSLIM PROFESSIONALS,8 SHENTON WAY #21-07 AXA TOWER Singapore 068811,Others
S85SS0089B,Registered,23/03/2005,Live,From 01/03/2016 To 31/08/2018,http://www.aware.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NmY5MWVhNzgtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Association of Women for Action And Research,5 DOVER CRESCENT #01-22  Singapore 130005,Social and Welfare
T09CC0004J,Registered,17/07/2009,Live,From 27/08/2017 To 26/08/2020,http://www.aps.edu.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MGJhOGFkZmEtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,ASSUMPTION PATHWAY SCHOOL,30 Cashew Road   Singapore 679697,Education
S93SS0154B,Registered,27/04/1995,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YmM2YjQ1ZjMtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,ASTHMA AND ALLERGY ASSOCIATION,30 East Coast Road #02-19 Paramount Shopping Centre Singapore 428751,Health
201412023G,Registered,06/05/2015,Not applicable,Not applicable,http://atcapital.com.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjE4YmUxYjgtMGRkNS1lMzExLWFkYjUtMDA1MDU2YTQxZjJk,Singapore,AT CAPITAL CHARITABLE FOUNDATION LIMITED,3 CHURCH STREET #16-04/05 SAMSUNG HUB Singapore 049483,Others
S92SS0124D,Registered,28/01/1995,Live,From 01/01/2016 To 31/12/2018,http://www.autismlinks.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MDIwZGY2ZDktNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,AUTISM ASSOCIATION (SINGAPORE),101 BUKIT BATOK WEST AVENUE 3 #01-01 EDEN SCHOOL Singapore 659168,Social and Welfare
S99SS0148L,Registered,18/02/2000,Live,From 01/02/2017 To 31/01/2020,http://www.autism.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MTAwMjg1NzgtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Autism Resource Centre (Singapore),5 ANG MO KIO AVENUE 10   Singapore 569739,Social and Welfare
200920810R,Registered,22/12/2010,Not applicable,Not applicable,http://www.avelifefoundation.org/,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NzI5MWVhNzgtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,AVELIFE (LTD.),23 WOKING ROAD #01-01  Singapore 138701,Others
201620695W,Registered,19/07/2017,Not applicable,Not applicable,www.awfulgrace.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MTdjMGU2ZTQtNzRlMS1lNjExLTllMzctMDA1MDU2OTYyODYw,Singapore,AWFUL GRACE LTD.,3 ANSON ROAD #07-01 SPRINGLEAF TOWER Singapore 079909,Social and Welfare
