name,cause_area,country,city
Leadership Character Development Institute,Children & Youth, Cambodia,Phnom Penh
Lembaga Kajian dan Advokasi Pesantren (LKAP),Children & Youth, Indonesia,Pondokgede
Lembaga Pemantau Pembangunan Daerah,Children & Youth, Indonesia,Medan
LICADHO,Children & Youth, Cambodia,Phnom Penh
Lingkar Association,Children & Youth, Indonesia,Sleman
LSM Metroxylon Maluku,Children & Youth, Indonesia,Ambon
"Magna Kultura Foundation, Inc.",Children & Youth, Philippines,San Juan City
MAHITA,Children & Youth, Malaysia,Hyderabad
Martin Ampaguey Foundation,Children & Youth, Philippines,Baguio City
Masarek Simeulue Institute,Children & Youth, Indonesia,Sinabang
Mercy Mission,Children & Youth, Malaysia,Kuala Lumpur
"Mindanao Integrated Resource Development, Inc. (MIRD)",Children & Youth, Philippines,Zamboanga City
Mizpah Community Academy Foundation,Children & Youth, Philippines,Bacor
Mudita Dhamma Foundation,Children & Youth, Thailand,Bangkok
National Youth Parliament Alumni Association,Children & Youth, Philippines,Quezon
Open Heart Foundation Worldwide,Children & Youth, Philippines,Quezon City
Our Friends Organization ,Children & Youth, Cambodia,Phnom Penh
Pelita Bakti Project,Children & Youth, Indonesia,Jakarta Selatan
Pelita Ilmu Foundation,Children & Youth, Indonesia,Jakarta Selatan
Persatuan Kebajikan Kenanga Waja Malaysia,Children & Youth, Malaysia,Semenyih
Pertubuhan Kebajikan Mesra Rawang Selangor,Children & Youth, Malaysia,Rawang
PHILCORPS Organization,Children & Youth, Philippines,Quezon
"Philippine NGO Support Program, Inc. (PHANSuP)",Children & Youth, Philippines,Quezon City
PHILSOCORDS,Children & Youth, Philippines,Zamboanga
PKBM WIDYATAMA,Children & Youth, Indonesia,Banyuwangi
PKPU,Children & Youth, Indonesia,Jakarta Timur
PNAN,Children & Youth, Singapore,Singapore
Poverty Reduction and Development Association (PoR-DeA),Children & Youth, Lao People's Democratic Republic,Sisattanak distr.
Project Against Domestic Violence (PADV),Children & Youth, Cambodia,Phnom Penh
Quezon City Center for Women in Development (QCCWD),Children & Youth, Philippines,Quezon City
Regional Development Action Association ,Children & Youth, Cambodia,Siem Reap
Rejoice Thailand,Children & Youth, Thailand,Suthep Muang
Rotary Club of Johor Centennial,Children & Youth, Malaysia,Johor Bahru
Rumah Zakat Indonesia Foundation,Children & Youth, Indonesia,Bandung
Saceda Youth Lead Consulting,Children & Youth, Philippines,Dumaguete
Sama Samang Komunidad ng Pandacan at Paco,Children & Youth, Philippines,Manila
Sao Sary Foundation,Children & Youth, Cambodia,Chbar Morn
"Science Associates for Development Programme ""SADP""",Children & Youth, Lao People's Democratic Republic,Vientiane
Science Associates for Development Programme (SADP),Children & Youth, Lao People's Democratic Republic,"Chanthabouri dist., "
"Share A Child Movement, Inc.",Children & Youth, Philippines,Cebu City
Shelter Home For Children,Children & Youth, Malaysia,Petaling Jaya
Special school,Children & Youth, Singapore,Singapore
Spiritan Catholic Center Foundation,Children & Youth, Philippines,Cebu City
"Suluk International Advocacy Foundation,Inc",Children & Youth, Philippines,"Patikul,  Sulu"
Surigao Economic Development Foundation Inc.,Children & Youth, Philippines,Surigao City
Thai Mueang Volunteers,Children & Youth, Thailand,Thai Mueang
The Consortium for Community Development and Social Justice Inc.,Children & Youth, Philippines,Quezon City
The National English Teaching Resource Center of Cambodia (NETREC),Children & Youth, Cambodia,Phnom Penh
The People Improvement Organization (PIO),Children & Youth, Cambodia,Phnom Penh
ThinkActPeace Foundation - Philippines,Children & Youth, Philippines,Las Pinas City
"Tribal Cooperation for Rural Development, Inc. (TRICORD NGO) ",Children & Youth, Philippines, Aritao
Tribal Media Group,Children & Youth, Myanmar,"Tedim PO., "
Tulong Para Sa Mga Bata Foundation,Children & Youth, Philippines,Ermita
Unang Lingap Kapwa Philippines,Children & Youth, Philippines,Quezon City
Vietnam Association for Promoting and Supporting Education Development (VIPASED),Children & Youth, Vietnam,Hanoi
Viveka Welfare and Educational Illam Malaysia,Children & Youth, Malaysia,Selangor
Wathnakpheap (WP),Children & Youth, Cambodia,Phnom Penh
Women Initiative and Children Education Foundation,Children & Youth, Indonesia,Sigli
Women Peace Makers,Children & Youth, Cambodia,Phnompenh
"Women's Federation for World Peace, Philippines",Children & Youth, Philippines,Quezon City Metro
World Vision Development Foundation,Children & Youth, Philippines,Quezon City
World Youth Foundation (WYF),Children & Youth, Malaysia,Lebuh Ayer Keroh
Ya Suka Sumba,Children & Youth, Indonesia,Waitabula
Yayasan ANAK,Children & Youth, Indonesia,Peliatan
Yayasan Bina Potensi Masyarakat (YAPIM) / Institute of Potency Community Motivator ,Children & Youth, Indonesia, Sukun Malang
Yayasan Mendaki,Children & Youth, Singapore,Singapore
Yayasan Pusaka Indonesia,Children & Youth, Indonesia,Medan
Yayasan Talkis,Children & Youth, Indonesia,Kota Tangerang
Youth Volunteer For Action on Development ,Children & Youth, Lao People's Democratic Republic,Vientiane
Action Relief,Business & Economic Policy, Indonesia,Sigli
Association of Development Financing Institutions in Asia and the Pacific (ADFIAP),Business & Economic Policy, Philippines,Makati City
Association of the Blind in Cambodia,Business & Economic Policy, Cambodia,Phom Penh
CARE-Venture International,Business & Economic Policy, Singapore,Singapore
Center for Media and Cross Cultural Studies,Business & Economic Policy, Indonesia,Lhokseumawe
"Centre for Advancement of Business, Innovation and Social Entrepreneurship (CASE)",Business & Economic Policy, Malaysia, Petaling Jaya
Cooperation and Development Group (CDG),Business & Economic Policy, Vietnam,Hanoi
"Cooperative Union of Baguio City, Inc. (CUBC)",Business & Economic Policy, Philippines,Baguio City
Creative Cebu Council,Business & Economic Policy, Philippines,Cebu City
ECOLINK Philippines,Business & Economic Policy, Philippines,Oroquieta City
Federation of Indian NGOs Malaysia,Business & Economic Policy, Malaysia,PETALING JAYA
Global CEO Alliance Foundation Inc.,Business & Economic Policy, Philippines,Makati
"Harvest Christian School International of Cebu, Inc.",Business & Economic Policy, Philippines,Cebu
Komando Barisan Rakyat/ KOBRA,Business & Economic Policy, Indonesia,Karawang
LEMBAGA ASISTENSI PEMERINTAH DAERAH,Business & Economic Policy, Indonesia,GIANYAR
Lembaga Bina Potensi Masyarakat (LBPM) ,Business & Economic Policy, Indonesia,Manado
Lembaga Pemantau Pembangunan Daerah,Business & Economic Policy, Indonesia,Medan
Lembaga Penelitian dan Pengembangan Sumberdaya dan Lingkungan Hidup (LPPSLH),Business & Economic Policy, Indonesia,Purwokerto
LSM Metroxylon Maluku,Business & Economic Policy, Indonesia,Ambon
Marinduque Council for Environmental Concerns (MACEC),Business & Economic Policy, Philippines,"Cathedral Compound,  Boac"
National Youth Parliament Alumni Association,Business & Economic Policy, Philippines,Quezon
Our Friends Organization ,Business & Economic Policy, Cambodia,Phnom Penh
Perisai Nusantara,Business & Economic Policy, Indonesia,Medan
Perkumpulan untuk Kajian dan Pengembangan Ekonomi Kerakyatan - PKPEK,Business & Economic Policy, Indonesia,Yogyakarta
"Philippine NGO Support Program, Inc. (PHANSuP)",Business & Economic Policy, Philippines,Quezon City
Philippine Peace and Solidarity Council,Business & Economic Policy, Philippines,"Novaliches,  Quezon city"
PHILSOCORDS,Business & Economic Policy, Philippines,Zamboanga
PhnomSrey Association for Development,Business & Economic Policy, Cambodia,KampongCham
PKBM WIDYATAMA,Business & Economic Policy, Indonesia,Banyuwangi
PKPU,Business & Economic Policy, Indonesia,Jakarta Timur
Quezon City Center for Women in Development (QCCWD),Business & Economic Policy, Philippines,Quezon City
Research Center for Aceh Development Studies,Business & Economic Policy, Indonesia,Lhokseumawe
Research Center for Aceh Development Studies (ReCADev),Business & Economic Policy, Indonesia,Lhokseumawe
Rumah Zakat Indonesia Foundation,Business & Economic Policy, Indonesia,Bandung
Socio-economic Engineering & Environmental Development Technology (SEEDTech) Foundation Inc,Business & Economic Policy, Philippines,Cotabato City
"Suluk International Advocacy Foundation,Inc",Business & Economic Policy, Philippines,"Patikul,  Sulu"
Surigao Economic Development Foundation Inc.,Business & Economic Policy, Philippines,Surigao City
ThinkActPeace Foundation - Philippines,Business & Economic Policy, Philippines,Las Pinas City
Action Relief,Animal Health and Rights, Indonesia,Sigli
Bhakti Ilmuwan Research and Community Centre (BIRCC),Animal Health and Rights, Indonesia,Bantul
Drug Free Youth Association,Animal Health and Rights, Malaysia,Puchong
Kalinga Filipino,Animal Health and Rights, Philippines,Quezon City
Persatuan Kebajikan Kenanga Waja Malaysia,Animal Health and Rights, Malaysia,Semenyih
Poverty Reduction and Development Association (PoR-DeA),Animal Health and Rights, Lao People's Democratic Republic,Sisattanak distr.
Science Associates for Development Programme (SADP),Animal Health and Rights, Lao People's Democratic Republic,"Chanthabouri dist., "
Tribal Media Group,Animal Health and Rights, Myanmar,"Tedim PO., "
ACT Foundation (Aksi Cepat Tanggap),Agriculture and Food, Indonesia,"Ciputat,  Jakarta"
Action Relief,Agriculture and Food, Indonesia,Sigli
Agency for Basic Community Development,Agriculture and Food, Myanmar,Sanchaung Township
ALTRUIS Indonesia,Agriculture and Food, Indonesia,Sukabumi
Asia Society for Social Improvement and Sustainable Transformation,Agriculture and Food, Philippines,Makati City
Asia-Pacific Regional Workshop on Agricultural Research for Development ,Agriculture and Food, Thailand,Bangkok
Association for Children's Community & Development,Agriculture and Food, Philippines,"Cebu City,  Philippines"
Bhakti Ilmuwan Research and Community Centre (BIRCC),Agriculture and Food, Indonesia,Bantul
Cambodia Development Organization for Children (CAMDOC),Agriculture and Food, Cambodia,Siem Reap
Cambodian-American Organization For Human Resources Training and Development (CAO),Agriculture and Food, Cambodia,Phnom Penh
CARE-Venture International,Agriculture and Food, Singapore,Singapore
"Center for Alternative Resources, Authentic Technology Services (CARATS), Inc.",Agriculture and Food, Philippines,"Buhangin District,  Davao"
Center for Public Health and Community Development (CEPHAD),Agriculture and Food, Vietnam,Hanoi
Christian Mindanao Colleges,Agriculture and Food, Philippines,Jimenez
Cooperation and Development Group (CDG),Agriculture and Food, Vietnam,Hanoi
"Cooperative Union of Baguio City, Inc. (CUBC)",Agriculture and Food, Philippines,Baguio City
Cornerstone Reaching Out to Souls for the Saviour (CROSS),Agriculture and Food, Philippines,"Project 3,  Quezon City"
Council for the Restoration of Filipino Values (CRFV),Agriculture and Food, Philippines,Baguio City
Council for the Restoration of Filipino Values (CRFV),Agriculture and Food, Philippines,Baguio City
ECOLINK Philippines,Agriculture and Food, Philippines,Oroquieta City
ERA Consumer Malaysia,Agriculture and Food, Malaysia,Petaling Jaya
"Family Care & Preservation, Inc. (FAMICARE, Inc.)",Agriculture and Food, Philippines,Makati
Farmer's Life Improvement and Future Light Youth Organization,Agriculture and Food, Cambodia,Phnom Penh
Global CEO Alliance Foundation Inc.,Agriculture and Food, Philippines,Makati
"GMA Kapuso Foundation, Inc.",Agriculture and Food, Philippines,Quezon City
Green Life Association,Agriculture and Food, Lao People's Democratic Republic," Pakse,  Champasak"
"Green Valley College Foundation,Inc.",Agriculture and Food, Philippines,Koronadal
Institution for Development of Rural and Indigenous People (IDRAP),Agriculture and Food, Indonesia,Kendari
International Association for Transformation-Philippines,Agriculture and Food, Philippines,Tabuk
International Rice Research Institute,Agriculture and Food, Philippines,Metro Manila
International tribal alliance for community development and environmental restoration,Agriculture and Food, Philippines,Quezon
"Kaabag sa Sugbo Foundation, Inc.",Agriculture and Food, Philippines,Cebu
Kalinga Filipino,Agriculture and Food, Philippines,Quezon City
KDA ,Agriculture and Food, Indonesia,Kuala Simpang
Komite Monitoring Perdamaian dan Demokrasi/Committee for Peace and Democracy Monitoring,Agriculture and Food, Indonesia,"Syiah Kuala,  Banda Aceh"
Lakas ng Ekonomiya ng Alyansng Pilipino,Agriculture and Food, Philippines,Mangatarem
Lembaga Bina Potensi Masyarakat (LBPM) ,Agriculture and Food, Indonesia,Manado
Lembaga Penelitian dan Pengembangan Sumberdaya dan Lingkungan Hidup (LPPSLH),Agriculture and Food, Indonesia,Purwokerto
LSM Metroxylon Maluku,Agriculture and Food, Indonesia,Ambon
MAHITA,Agriculture and Food, Malaysia,Hyderabad
Marinduque Council for Environmental Concerns (MACEC),Agriculture and Food, Philippines,"Cathedral Compound,  Boac"
Masarek Simeulue Institute,Agriculture and Food, Indonesia,Sinabang
"Mindanao Integrated Resource Development, Inc. (MIRD)",Agriculture and Food, Philippines,Zamboanga City
National Youth Parliament Alumni Association,Agriculture and Food, Philippines,Quezon
"Negros Women For Tomorrow Foundation, Inc. (NWTF) ",Agriculture and Food, Philippines,Bacolod City
Our Friends Organization ,Agriculture and Food, Cambodia,Phnom Penh
People's Agricultural Plan for the 21st Century Inc. (PAP 21),Agriculture and Food, Philippines,Bacolod City
Perisai Nusantara,Agriculture and Food, Indonesia,Medan
Perkumpulan untuk Kajian dan Pengembangan Ekonomi Kerakyatan - PKPEK,Agriculture and Food, Indonesia,Yogyakarta
Persatuan Kebajikan Kenanga Waja Malaysia,Agriculture and Food, Malaysia,Semenyih
"Philippine NGO Support Program, Inc. (PHANSuP)",Agriculture and Food, Philippines,Quezon City
Philippine Peace and Solidarity Council,Agriculture and Food, Philippines,"Novaliches,  Quezon city"
PHILSOCORDS,Agriculture and Food, Philippines,Zamboanga
PhnomSrey Association for Development,Agriculture and Food, Cambodia,KampongCham
PKPU,Agriculture and Food, Indonesia,Jakarta Timur
Poverty Reduction and Development Association (PoR-DeA),Agriculture and Food, Lao People's Democratic Republic,Sisattanak distr.
Regional Development Action Association ,Agriculture and Food, Cambodia,Siem Reap
Research Center for Aceh Development Studies,Agriculture and Food, Indonesia,Lhokseumawe
Research Center for Aceh Development Studies (ReCADev),Agriculture and Food, Indonesia,Lhokseumawe
Sao Sary Foundation,Agriculture and Food, Cambodia,Chbar Morn
"Science Associates for Development Programme ""SADP""",Agriculture and Food, Lao People's Democratic Republic,Vientiane
Science Associates for Development Programme (SADP),Agriculture and Food, Lao People's Democratic Republic,"Chanthabouri dist., "
Socio-economic Engineering & Environmental Development Technology (SEEDTech) Foundation Inc,Agriculture and Food, Philippines,Cotabato City
"Suluk International Advocacy Foundation,Inc",Agriculture and Food, Philippines,"Patikul,  Sulu"
Surigao Economic Development Foundation Inc.,Agriculture and Food, Philippines,Surigao City
The People Improvement Organization (PIO),Agriculture and Food, Cambodia,Phnom Penh
ThinkActPeace Foundation - Philippines,Agriculture and Food, Philippines,Las Pinas City
Tribal Media Group,Agriculture and Food, Myanmar,"Tedim PO., "
Viveka Welfare and Educational Illam Malaysia,Agriculture and Food, Malaysia,Selangor
Women Initiative and Children Education Foundation,Agriculture and Food, Indonesia,Sigli
Xavier University Governance and Leadership Institute,Agriculture and Food, Philippines,Cagayan de Oro City
Ya Suka Sumba,Agriculture and Food, Indonesia,Waitabula
Yayasan Bina Dharma,Agriculture and Food, Indonesia,Kabupaten Soppeng
Youth Volunteer For Action on Development ,Agriculture and Food, Lao People's Democratic Republic,Vientiane
Association for Children's Community & Development,Ageing, Philippines,"Cebu City,  Philippines"
"Blessed Association of Retired Persons Foundation, Inc. (BARP)",Ageing, Philippines,Baguio City
Cooperation and Development Group (CDG),Ageing, Vietnam,Hanoi
Cornerstone Reaching Out to Souls for the Saviour (CROSS),Ageing, Philippines,"Project 3,  Quezon City"
Foundation for Older Persons' Development (FOPDEV),Ageing, Thailand,Chiang Mai Universiry
Kalinga Filipino,Ageing, Philippines,Quezon City
Lakas ng Ekonomiya ng Alyansng Pilipino,Ageing, Philippines,Mangatarem
LSM Metroxylon Maluku,Ageing, Indonesia,Ambon
Persatuan Kebajikan Kenanga Waja Malaysia,Ageing, Malaysia,Semenyih
PKPU,Ageing, Indonesia,Jakarta Timur
Poverty Reduction and Development Association (PoR-DeA),Ageing, Lao People's Democratic Republic,Sisattanak distr.
Special school,Ageing, Singapore,Singapore
