address,city,contact_number,country,description,email,name,website
"Jln Kaliurang km 13,5 Besi
Yogyakarta",Yogyakarta,0274-895386,Indonesia,"['Jln Kaliurang km 13,5 Besi', 'Yogyakarta 55581 Ph. 0274-895386 ', 'Email: support@yakkum-rehabilitation.org', 'Web: http://yakkum-rehabilitation.org']",support@yakkum-rehabilitation.org,Pusat Rehabilitasi YAKKUM(YAKKUM),http://yakkum-rehabilitation.org
"Gedung Masri Singarimbun
Jl. Tevesia Bulaksumur
Yogyakarta",Yogyakarta,0274-547867,Indonesia,"['Gedung Masri Singarimbun\nJl. Tevesia Bulaksumur', 'Yogyakarta 55281 Ph. 0274-547867 Fax. 0274-556563', 'Web: www.cpps.or.id']",,Pusat Studi Kependudukan dan Kebijakan Universitas Gajah Mada(PSKK UGM),www.cpps.or.id
"Jl. Salemba Tengah no 39 AA/BB, Paseban
Senen, Jakarta Pusat 10440
Telp        : (021) 3156908
Fax         : (021) 3156909
Email       : gss@remdecotama.co.id
Jakarta ",,,Indonesia,"['Jl. Salemba Tengah no 39 AA/BB, Paseban\nSenen, Jakarta Pusat 10440\nTelp        : (021) 3156908\nFax         : (021) 3156909\nEmail       : gss@remdecotama.co.id', 'Jakarta ']",,Remdec Swaprakarsa(Remdec),
"Jl. Siligita No.22 Nusa Dua
Kabupaten Badung",Kabupaten Badung,81933113229,Indonesia,"['Jl. Siligita No.22 Nusa Dua', 'Kabupaten Badung Ph. 81933113229 ', 'Email: mike@rolefoundation.org', 'Web: www.rolefoundation.org']",mike@rolefoundation.org,ROLE Indonesia Foundation(ROLE Indonesia),www.rolefoundation.org
"Jl. Merpati Selatan No.8
Malang",Malang,0341-356276,Indonesia,"['Jl. Merpati Selatan No.8', 'Malang 65147 Ph. 0341-356276 ', 'Email: rumpun@indo.net.id']",rumpun@indo.net.id,Ruang Mitra Perempuan Malang(Rumpun Malang),
"Jl. Alani Dalam No. 06/34 B
Bandung",Bandung,081320762705,Indonesia,"['Jl. Alani Dalam No. 06/34 B', 'Bandung Ph. 081320762705 ']",,Sarana Mandiri Anak(SMA),
"Jalan Gama Setia Raya Komplek Pelni Blok B3 No8 RT07 RW017 BaktiJaya-Sukmajaya
Depok",Depok,081298299982,Indonesia,"['Jalan Gama Setia Raya Komplek Pelni Blok B3 No8 RT07 RW017 BaktiJaya-Sukmajaya', 'Depok Ph. 081298299982 ', 'Email: donna@sedekahair.org', 'Web: www.sedekahair.org']",donna@sedekahair.org,Sedekah Air(Sedekah Air),www.sedekahair.org
"Jalan Bendungan Hilir Gang 10 No. 16
Jakarta",Jakarta,021-5710205,Indonesia,"['Jalan Bendungan Hilir Gang 10 No. 16', 'Jakarta 10160 Ph. 021-5710205 Fax. 021-5710205', 'Email: admin[at]sapa.or.id']",admin[at]sapa.or.id,Strategic Alliance for Poverty Alleviation - Indonesia(Sapa-Indonesia),
"Jl. Prof. M. Yamin No. 6 Simpang Pulai 
Kelurahan Payo Lebar. Kecamatan Jelutung Jambi
Jambi",Jambi,741-670862,Indonesia,"['Jl. Prof. M. Yamin No. 6 Simpang Pulai \nKelurahan Payo Lebar. Kecamatan Jelutung Jambi', 'Jambi Ph. 741-670862 Fax. 741-670862', 'Email: sumatra.ss@gmail.com', 'Web: www.sss.or.id']",sumatra.ss@gmail.com,Sumatra Sustainable Support Pundi Sumatra(SSS Pundi Sumatra),www.sss.or.id
"
Cianjur",Cianjur,0263-271769,Indonesia,"['Jl Amalia Rubini 35 Cianjur\nIndonesia – 43213\nTel. 62263 271769\nFax. 62263 271284\nEmail: secretariat@imr.or.id', 'Cianjur 43213 Ph. 0263-271769 Fax. 0263-271284', 'Email: secretariat@imr.or.id', 'Web: www.imr.or.id']",secretariat@imr.or.id,The Isntitute for Imigrant Rights,www.imr.or.id
"Jl. Penjernihan II No. 7, Kel. Bendungan Hilir, Kec. Tanah Abang
Jakarta",Jakarta,021-57992162,Indonesia,"['Jl. Penjernihan II No. 7, Kel. Bendungan Hilir, Kec. Tanah Abang', 'Jakarta 10210 Ph. 021-57992162 Fax. 021-5795 1353', 'Email: info@wadahfoundation.or.id', 'Web: www.wadahfoundation.or.id']",info@wadahfoundation.or.id,WadahTitian Harapan Foundation(Wadah Titian Harapan),www.wadahfoundation.or.id
"Jl. Beliton No. 50 B Rt 01 Rw 05 Kelurahan 26 Ilir Kecamatan ilir barat 1
Palembang",Palembang,0711 321 010,Indonesia,"['Jl. Beliton No. 50 B Rt 01 Rw 05 Kelurahan 26 Ilir Kecamatan ilir barat 1', 'Palembang Ph. 0711 321 010 ', 'Email: info@walhisumsel.or.id', 'Web: www.walhisumsel.or.id']",info@walhisumsel.or.id,Wahana Lingkungan Hidup Indonesia Sumatera Selatan(Walhi Sumsel),www.walhisumsel.or.id
"Perumahan Puri Kimbul
Jl. Pasar Alok No 10. Kel Wolomarang, Kec Alok Barat",,,Indonesia,"['Perumahan Puri Kimbul\nJl. Pasar Alok No 10. Kel Wolomarang, Kec Alok Barat', 'Kabupaten Sikka Email: eko.has@gmail.com']",eko.has@gmail.com,Wetlands International Indonesia Programme(WIIP),
"Jl. Serayu Blok II No.11 Rt 4/4 Desa Junngjang Kec. Arjawinangun
Cirebon",Cirebon,0231-358444,Indonesia,"['Jl. Serayu Blok II No.11 Rt 4/4 Desa Junngjang Kec. Arjawinangun', 'Cirebon Ph. 0231-358444 ']",,Women Crisis Center Mawar Balqis Cirebon(WCC Mawar Balqis Cir),
"Jl. Perum Permata Asri No.7 GempeJl.PERUM PERMATA ASRI NO.7
Pasuruan",Pasuruan,08155138343,Indonesia,"['Jl. Perum Permata Asri No.7 GempeJl.PERUM PERMATA ASRI NO.7', 'Pasuruan Ph. 08155138343 ']",,Women Crisis Centre Rumah Perempuan Bangil,
"Yayasan Bhakti Luhur
Jalan Seruni No. 4-8
Malang",Malang,0341-491672,Indonesia,"['Yayasan Bhakti Luhur\nJalan Seruni No. 4-8', 'Malang 65141 Ph. 0341-491672; 0895359009612 Fax. 0341- 491173', 'Web: www.bhaktiluhur.org']",,Yayasan Bhakti Luhur(Bhakti Luhur),www.bhaktiluhur.org
"Rungkut Asri X RL/D No:1
Rungkut",,,Indonesia,"['Rungkut Asri X RL/D No:1\nRungkut', 'Surabaya Email: ygs@gentasurabaya.org', 'Web: www.gentasurabaya.org']",ygs@gentasurabaya.org,Yayasan Genta Surabaya(YGS),www.gentasurabaya.org
"Komplek Jogja National Museum
Jl Prof Dr Amri Yahya No 1 Gampingan, Wirobrajan
Yogyakarta",Yogyakarta,0274 - 669 8668,Indonesia,"['Komplek Jogja National Museum\nJl Prof Dr Amri Yahya No 1 Gampingan, Wirobrajan', 'Yogyakarta 55253 Ph. 0274 - 669 8668 Fax. 0274 � 886 320', 'Email: secretary@hijau.or.id', 'Web: www.hijau.or.id']",secretary@hijau.or.id,Yayasan Hijau Gerakan Peduli Lingkungan(Hijau GPL),www.hijau.or.id
"Jl. Jenggaka II No.9 Selong
Kebayoran Baru
Jakarta",Jakarta,021-7211179,Indonesia,"['Jl. Jenggaka II No.9 Selong\nKebayoran Baru', 'Jakarta 12110 Ph. 021-7211179 Fax. 021-72223878', 'Web: www.inotek.org']",,Yayasan Inovasi Teknologi Indonesia(Inotek),www.inotek.org
"Graha Aktiva, 3rd Floor
Jalan HR Rasuna Said, Blok X-1, Kav. 3
Jakarta",Jakarta,021-5203171,Indonesia,"['Graha Aktiva, 3rd Floor\nJalan HR Rasuna Said, Blok X-1, Kav. 3', 'Jakarta 12950 Ph. 021-5203171 Fax. 021-5203279', 'Email: asriro@internationalfsf.com']",asriro@internationalfsf.com,Yayasan Jasa Keluarga Internasional,
"Dusun Gamoh, Desa Dayurejo
Kecamatan Prigen
Pandaan
Pasuruan",Pasuruan,0343-496 4400,Indonesia,"['Dusun Gamoh, Desa Dayurejo\nKecamatan Prigen\nPandaan', 'Pasuruan 67156 Ph. 0343-496 4400 Fax. 0343- 885558', 'Email: info@kaliandrasejati.org', 'Web: www.kaliandrasejati.org']",info@kaliandrasejati.org,Yayasan Kaliandra Sejati(Kaliandra),www.kaliandrasejati.org
"Jalan Beton No. 23 RT. 04 RW. 07
Kayu Putih - Pulo Gadung
Jakarta Timur 13210
Jakarta 13210 ",,,Indonesia,"['Jalan Beton No. 23 RT. 04 RW. 07\nKayu Putih - Pulo Gadung\nJakarta Timur 13210', 'Jakarta 13210 ']",,Yayasan Karitas Sani Madani(Karisma),
"Jl. DR. FL. Tobing No.23 Laguboti
Toba Samosir",Toba Samosir,081262065758,Indonesia,"['Jl. DR. FL. Tobing No.23 Laguboti', 'Toba Samosir Ph. 081262065758 ']",,Yayasan Lembaga Bantuan Hukum Suara Rakyat Tapanuli(LBH Surat),
"Komplek Pertanian 
Jl. Sirsak No. 8 Rt 011 RW 010
Pasar Minggu
Jakarta",Jakarta,021-22001987,Indonesia,"['Komplek Pertanian \nJl. Sirsak No. 8 Rt 011 RW 010\nPasar Minggu', 'Jakarta 12520 Ph. 021-22001987; 08384227252 (wa) ', 'Email: info@madaniberkelanjutan.id', 'Web: www.madaniberkelanjutan.id']",info@madaniberkelanjutan.id,Yayasan Madani Berkelanjutan(YMB),www.madaniberkelanjutan.id
"Jl. Noenoeng Tisnasaputra No. 32 Kebon Kelapa, Kel. Mulyasari, Kec. Tamansari
Tasikmalaya",Tasikmalaya,0265-33319,Indonesia,"['Jl. Noenoeng Tisnasaputra No. 32 Kebon Kelapa, Kel. Mulyasari, Kec. Tamansari', 'Tasikmalaya 46196 Ph. 0265-33319 Fax. hati_mata@rocketmail.com']",,Yayasan Mata Hati(Mata Hati),
"Jl. Petamburan III RT 04/04 No. 4 Tanah Abang
Jakarta",Jakarta,021-29022158,Indonesia,"['Jl. Petamburan III RT 04/04 No. 4 Tanah Abang', 'Jakarta 10260 Ph. 021-29022158 ', 'Web: www.nurani-insani.org']",,Yayasan Nurani Insani(Nurani Insani),www.nurani-insani.org
"Komp. Tasbi 2 Blok 1 No.82
Medan",Medan,061-8216159,Indonesia,"['Komp. Tasbi 2 Blok 1 No.82', 'Medan 20122 Ph. 061-8216159 Fax. 061-8216159', 'Email: nuraniluhurmasyarakat@gmail.com']",nuraniluhurmasyarakat@gmail.com,Yayasan Nurani Luhur Masyarakat(YNLM),
"Jl. PermadiNo.26 A-4 RT 02 RW 04 Polehan
Kota Malang",Kota Malang,0341-320764,Indonesia,"['Jl. PermadiNo.26 A-4 RT 02 RW 04 Polehan', 'Kota Malang Ph. 0341-320764 Fax. 0341-369288', 'Email: yp2md@yahoo.com']",yp2md@yahoo.com,Yayasan Pelayanan dan Pengembangan Masyarakat Desa(YP2MD),
"Jl. Jati Raya No.29 Rawamangun
Jakarta",Jakarta,021-4896368,Indonesia,"['Jl. Jati Raya No.29 Rawamangun', 'Jakarta Ph. 021-4896368 ', 'Email: ypmuijakarta@yahoo.com']",ypmuijakarta@yahoo.com,Yayasan Pembangunan Masyarakat Utama Indonesia(YPMI),
,,,Indonesia,[],,Yayasan Pembangunan Masyarakat Utama Indonesia,
"Jl. Brigjend Katamso Gg. Merdeka No.20A Medan Maimoon
Medan",Medan,061-4579827,Indonesia,"['Jl. Brigjend Katamso Gg. Merdeka No.20A Medan Maimoon', 'Medan Ph. 061-4579827 Fax. 061-4579827', 'Email: goweet@telkom.net', 'Web: www.geocities.com']",goweet@telkom.net,Yayasan Pembela Rakyat Pinggiran(YPRP),www.geocities.com
,,,Indonesia,[],,Yayasan Pendiidikan Umboh,
"Jl. Gajah No. 43, Pulo Ara Geudonh Teungoh
Bireun",Bireun,08126979111,Indonesia,"['Jl. Gajah No. 43, Pulo Ara Geudonh Teungoh', 'Bireun Ph. 08126979111 ', 'Email: Malia56@yahoo.com']",Malia56@yahoo.com,Yayasan Penyuluhan dan Bantuan Hukum,
"Jl. Pejaten Barat No. 30 A
Jakarta",Jakarta,021-7821086,Indonesia,"['Jl. Pejaten Barat No. 30 A', 'Jakarta 12550 Ph. 021-7821086 /7821090 ; 081280302020n(hotline) Fax. 021-7804443', 'Email: info@rumahenergi.org', 'Web: www.rumahenergi.org']",info@rumahenergi.org,Yayasan Rumah Energi(Rumah Energi),www.rumahenergi.org
"Gedung Klinik Ibu dan Anak Solo Peduli Lt. 2
Jl. Petir Tr 01/RW XIV Gendingan Jebres
Surakarta",Surakarta,0271-638336,Indonesia,"['Gedung Klinik Ibu dan Anak Solo Peduli Lt. 2\nJl. Petir Tr 01/RW XIV Gendingan Jebres', 'Surakarta Ph. 0271-638336 ', 'Web: www.solopeduli.org']",,Yayasan Solo Peduli Umat(Solo Peduli),www.solopeduli.org
"Jln. Merak, No. 46D, Neusu Aceh
Banda Aceh 23244 - ACEH",,0651-635010,Indonesia,"['Jln. Merak, No. 46D, Neusu Aceh', 'Banda Aceh 23244 - ACEH', 'Ph. 0651-635010 Fax. 0651-635010', 'Email: acstf@acstf.org', 'Web: www.acstf.org']",acstf@acstf.org,Aceh Civil Society Task Force(ACSTF),www.acstf.org
Kabupaten Bireuen 24251 - ACEH,,085260508005,Indonesia,"['Kabupaten Bireuen 24251 - ACEH', 'Ph. 085260508005; 0822 7654 9853; 0823-6006-0098 ', 'Email: acehgreencommunity@yahoo.com ; suhaimihamid98@yahoo.com', 'Web: www.aceh-greencommunity.com']",acehgreencommunity@yahoo.com ; suhaimihamid98@yahoo.com,Aceh Green Community(AGC),www.aceh-greencommunity.com
"Jalan Antara No.1, Gampong Teumpok Teungoh, Kec. Banda Sakti
Lhokseumawe 24315 KOTA LHOKSEUMAWE - ACEH",,081360667566,Indonesia,"['Jalan Antara No.1, Gampong Teumpok Teungoh, Kec. Banda Sakti', 'Lhokseumawe 24315 KOTA LHOKSEUMAWE - ACEH', 'Ph. 081360667566 ', 'Email: rakyat.sejahtera@gmail.com']",rakyat.sejahtera@gmail.com,Bina Rakyat Sejahtera Aceh(BYTRA),
"Jl. Listrik no.4
Kp. Jawa Baru
Lhokseumawe - ACEH",,0645-45879,Indonesia,"['Jl. Listrik no.4\nKp. Jawa Baru', 'Lhokseumawe - ACEH', 'Ph. 0645-45879 Fax. 0645-45245']",,Center Development for Independent Studies(CDIS),
"Jl. Poteumeureuhom no.27
Kuta Alam
Banda Aceh 23111 - ACEH",,0651-25414,Indonesia,"['Jl. Poteumeureuhom no.27\nKuta Alam', 'Banda Aceh 23111 - ACEH', 'Ph. 0651-25414, 0811683302 ']",,Center for Aceh Resources Empowerment(LSM CARE),
"Jalan Prof. Ali Hasyimi, Pango Raya, Kec. Ule Kareng
Banda Aceh 23119 KOTA BANDA ACEH - ACEH",,0811685623,Indonesia,"['Jalan Prof. Ali Hasyimi, Pango Raya, Kec. Ule Kareng', 'Banda Aceh 23119 KOTA BANDA ACEH - ACEH', 'Ph. 0811685623 ', 'Email: tabrani_y@yahoo.com;ccde@gmail.com']",tabrani_y@yahoo.com;ccde@gmail.com,Center for Community Development and Education(CCDE),
"Gedung PPISB-ICAIOS
Jl T Nyak Arief
Darusallam Banda Aceh 23111 KOTA BANDA ACEH - ACEH",,0651-7552949,Indonesia,"['Gedung PPISB-ICAIOS\nJl T Nyak Arief', 'Darusallam Banda Aceh 23111 KOTA BANDA ACEH - ACEH', 'Ph. 0651-7552949; 081375708947; 085260191991 ', 'Email: ctcs.fctc@gmail.com', 'Web: www.ctcs.acehresearch.org']",ctcs.fctc@gmail.com,Center for Tobacco Control Studies(CTCS),www.ctcs.acehresearch.org
"Perumnas Yudha Sejahtera Blok C No.5
Blang Paseh
Sigli 24118 PIDIE - ACEH",,0653-7829802,Indonesia,"['Perumnas Yudha Sejahtera Blok C No.5\nBlang Paseh', 'Sigli 24118 PIDIE - ACEH', 'Ph. 0653-7829802; 08126930142 Fax. 0653-25382', 'Email: rizal_cdi@yahoo.com']",rizal_cdi@yahoo.com,Citra Desa Indonesia(CDI),
"Jln. Tgk. Chik Di Pasi No. 50
Desa Limpok 23373  
Darussalam
Aceh Besar 23373 - ACEH",,0651-7410024,Indonesia,"['Jln. Tgk. Chik Di Pasi No. 50\nDesa Limpok 23373  \nDarussalam', 'Aceh Besar 23373 - ACEH', 'Ph. 0651-7410024 Fax. 0651-7551483', 'Web: http://ffi.or.id/']",,Fauna & Flora Intenational Program Aceh(FFI Program Aceh),http://ffi.or.id/
"Jalan Bireuen- Takengon Lr. Merak IV No 06, Desa Juli Cot Merak, Bireuen
Bireuen BIREUEN - ACEH",,0644-21125,Indonesia,"['Jalan Bireuen- Takengon Lr. Merak IV No 06, Desa Juli Cot Merak, Bireuen', 'Bireuen BIREUEN - ACEH', 'Ph. 0644-21125 ']",,Forum Das Kerueng Pesangan(FDKP),
"Jl. Lingkar Dadaha Babakan Serang RT 03/03 Kelurahan Nagarawangi Kecamatan Cihideung
Tasikmalaya - ACEH",,,Indonesia,"['Jl. Lingkar Dadaha Babakan Serang RT 03/03 Kelurahan Nagarawangi Kecamatan Cihideung', 'Tasikmalaya - ACEH']",,Forum Pondok Pesantren(FPP),
"Jln Prada Utama Lr. Mutiara No.3 Dusun Lamnyong
Banda Aceh KOTA BANDA ACEH - ACEH",,085260309356,Indonesia,"['Jln Prada Utama Lr. Mutiara No.3 Dusun Lamnyong', 'Banda Aceh KOTA BANDA ACEH - ACEH', 'Ph. 085260309356 (Maimun) ', 'Email: forsikalaceh[at]yahoo.com;  ish_noor[at]yahoo.com']",forsikalaceh[at]yahoo.com;  ish_noor[at]yahoo.com,Forum Studi Kependudukan dan Lingkungan Hidup(Forsikal),
"Jl. Kechik Ali No. 30, Dusun Lamthu, Gampong Cot Mesjid
Kecamatan Lueng Bata
Kota Banda Aceh 23245 KOTA BANDA ACEH - ACEH",,0851-0041-2967,Indonesia,"['Jl. Kechik Ali No. 30, Dusun Lamthu, Gampong Cot Mesjid\nKecamatan Lueng Bata', 'Kota Banda Aceh 23245 KOTA BANDA ACEH - ACEH', 'Ph. 0851-0041-2967 ', 'Email: antikorupsiaceh@yahoo.com', 'Web: www.gerakaceh.or.id']",antikorupsiaceh@yahoo.com,Gerakan Anti Korupsi Aceh(Gerak),www.gerakaceh.or.id
"Jl. T Nyak Arif
Gd. PPISB Unsyiah Darussalam
Banda Aceh 23111 - ACEH",,0651-7552368,Indonesia,"['Jl. T Nyak Arif\nGd. PPISB Unsyiah Darussalam', 'Banda Aceh 23111 - ACEH', 'Ph. 0651-7552368 Fax. 0651-7552368', 'Email: info@acehresearch.org']",info@acehresearch.org,Ibternational Centre for Aceh and Indian Ocean Studies(ICAIOS),
"Jln. Habib M.Syarif No.32. Kelurahan Hilir
Tapaktuan ACEH SELATAN - ACEH",,,Indonesia,"['Jln. Habib M.Syarif No.32. Kelurahan Hilir', 'Tapaktuan ACEH SELATAN - ACEH', 'Email: irwandi_pante[at]yahoo.com']",irwandi_pante[at]yahoo.com,Institute Study of Social dan Social Development Strategy(Insosdes),
"Jl. Alue Blang No.24
Nesue - Baiturrahman
Banda Aceh KOTA BANDA ACEH - ACEH",,0651-34893,Indonesia,"['Jl. Alue Blang No.24\nNesue - Baiturrahman', 'Banda Aceh KOTA BANDA ACEH - ACEH', 'Ph. 0651-34893; 081377245313 Fax. 0651-635156', 'Email: yusrizal@islamic-relief.or.id']",yusrizal@islamic-relief.or.id,Islamic Relief Indonesia Aceh(IRI Aceh),
"Jl. Alue Blang No.24
Nesue - Baiturrahman
Banda Aceh 23244 KOTA BANDA ACEH - ACEH",,0651-34893,Indonesia,"['Jl. Alue Blang No.24\nNesue - Baiturrahman', 'Banda Aceh 23244 KOTA BANDA ACEH - ACEH', 'Ph. 0651-34893; 081377245313 Fax. 0651-635156', 'Email: yusrizal@islamic-relief.or.id']",yusrizal@islamic-relief.or.id,Islamic Relief Indonesia Aceh(IRI),
"Jl. Bakti Kopri Lr. Jurong Tengoh Kota Padang Jotan Pahlawan
Meulaboh ACEH BARAT - ACEH",,0655-7552043,Indonesia,"['Jl. Bakti Kopri Lr. Jurong Tengoh Kota Padang Jotan Pahlawan', 'Meulaboh ACEH BARAT - ACEH', 'Ph. 0655-7552043; 081269674041 ', 'Email: yusrizal@islamic-relief.or.id']",yusrizal@islamic-relief.or.id,"Islamic Relief Indonesia, Meulaboh Office(IRI Meulaboh)",
"Jl. Tgk. Chik Dipineung Raya no 65 Kp. Pineung, Syiah Kuala
Banda Aceh 23116 - ACEH",,0651-7552052,Indonesia,"['Jl. Tgk. Chik Dipineung Raya no 65 Kp. Pineung, Syiah Kuala', 'Banda Aceh 23116 - ACEH', 'Ph. 0651-7552052 Fax. 0651-7552051', 'Email: jkma.aceh@gmail.com', 'Web: www.jkma-aceh.org']",jkma.aceh@gmail.com,Jaringan Komunitas Masyarakat Adat Aceh(JKMA Aceh),www.jkma-aceh.org
"Jl. Rumah alue/Mesjid no.16
Kutabalang
Lhokseumawe 24351 - ACEH",,0645-40266,Indonesia,"['Jl. Rumah alue/Mesjid no.16\nKutabalang', 'Lhokseumawe 24351 - ACEH', 'Ph. 0645-40266 Fax. 0645-40266', 'Email: jariaceh@yahoo.com']",jariaceh@yahoo.com,Jaringan Perempuan untuk Keadilan Aceh(Jari Aceh),
"Jl. Lilawangsa N0. 10 Simpang Empat
Lhokseumawe - ACEH",,0645-43878,Indonesia,"['Jl. Lilawangsa N0. 10 Simpang Empat', 'Lhokseumawe - ACEH', 'Ph. 0645-43878;  081360254963 ']",,JKMA Pase(JKMA Pase),
"Jalan. T.Iskandar Lr.HM.Djuned Asyek No.177
Gampong Lamglumpang, Kec. Ulee Kareng
Banda Aceh 23117 - ACEH",,0651-7410466,Indonesia,"['Jalan. T.Iskandar Lr.HM.Djuned Asyek No.177\nGampong Lamglumpang, Kec. Ulee Kareng', 'Banda Aceh 23117 - ACEH', 'Ph. 0651-7410466 ; 081360029618 (Raihal) Fax. 0651-95135286', 'Email: info@katahati.or.id', 'Web: www.katahati.or.id']",info@katahati.or.id,Katahati Institute(Katahati),www.katahati.or.id
"Jl. Alue Blang Lr. Cempaka Putih No.5
Neusu Aceh
Banda Aceh - ACEH",,0651-32826,Indonesia,"['Jl. Alue Blang Lr. Cempaka Putih No.5\nNeusu Aceh', 'Banda Aceh - ACEH', 'Ph. 0651-32826 Fax. 0651-637013', 'Email: koalisi@asia.com; info@koalisi-ham.org', 'Web: www.koalisi-ham.org']",koalisi@asia.com; info@koalisi-ham.org,Koalisi NGO HAM Aceh(Koalisi NGO Aceh),www.koalisi-ham.org
"Jl. Sakti Lorong Tgk Hamzah No.1
Desa Pongo Raya Kec. Ulee Kareng
Banda Aceh 23119 - ACEH",,0651-22940,Indonesia,"['Jl. Sakti Lorong Tgk Hamzah No.1\nDesa Pongo Raya Kec. Ulee Kareng', 'Banda Aceh 23119 - ACEH', 'Ph. 0651-22940 Fax. 0651-7400023', 'Email: lbh_aceh@yahoo.com', 'Web: www.lbhaceh.org']",lbh_aceh@yahoo.com,Lambaga Bantuan Hukum Banda Aceh(LBH Banda Aceh),www.lbhaceh.org
"Jl. T. Nyak Arief No.73, Bukit Panggol Indah
Lhokseumawe 24352 - ACEH",,0645-43150,Indonesia,"['Jl. T. Nyak Arief No.73, Bukit Panggol Indah', 'Lhokseumawe 24352 - ACEH', 'Ph. 0645-43150 Fax. 0645-43150', 'Email: putro_phang@yahoo.com']",putro_phang@yahoo.com,Lembaga Bantuan Hukum APIK Aceh(LBH APIK Aceh),
"Jl. Soekarno Hatta, No. 23, Blangkejeren
Gayo Lues GAYO LUES - ACEH",,085361711433,Indonesia,"['Jl. Soekarno Hatta, No. 23, Blangkejeren', 'Gayo Lues GAYO LUES - ACEH', 'Ph. 085361711433 ', 'Email: jasvira@gmail.com']",jasvira@gmail.com,Lembaga Bantuan Hukum Syariah Indonesia(LBH Syariah Indonesi),
"Jl. Rumoh Alue No. 5 Lr. IV Mon Geudong.

Jln Medan Banda Aceh Lr. Mangga Dua N0. 3 Keude Dua Kandang Kec. Muara Dua
Lhokseumawe - ACEH",,0645-43018,Indonesia,"['Jl. Rumoh Alue No. 5 Lr. IV Mon Geudong.\n\nJln Medan Banda Aceh Lr. Mangga Dua N0. 3 Keude Dua Kandang Kec. Muara Dua', 'Lhokseumawe - ACEH', 'Ph. 0645-43018; 08126960158 (Yahya Al Kadana) Fax. 0645-43018', 'Email: limidaceh@yahoo.com']",limidaceh@yahoo.com,Lembaga Informasi Masyarakat Independen(LIMID),
"Jl. Bransah no.1 Gano-Lamdingin
Banda Aceh - ACEH",,0651-25017,Indonesia,"['Jl. Bransah no.1 Gano-Lamdingin', 'Banda Aceh - ACEH', 'Ph. 0651-25017, 0816343141 ', 'Email: peaceforaceh@yahoo.com']",peaceforaceh@yahoo.com,Lembaga Kajian Strategis Sosial Politik Aceh (La KASSPIA),
"Jl. Betara II No. 58 Lembah Hijau
Lueng Bata
Banda Aceh - ACEH",,0651-21935,Indonesia,"['Jl. Betara II No. 58 Lembah Hijau\nLueng Bata', 'Banda Aceh - ACEH', 'Ph. 0651-21935; 08126932240 Fax. 0651-21935', 'Email: ria_lkbhuwk@yahoo.com']",ria_lkbhuwk@yahoo.com,Lembaga Konsultasi dan Bantuan Hukum untuk Wanita dan Keluarga(LKBHuWK),
"Jl. Merdeka no. 10
Outer Ring Road Cunda
Lhoekseumawe 24352 - ACEH",,0645-41034,Indonesia,"['Jl. Merdeka no. 10\nOuter Ring Road Cunda', 'Lhoekseumawe 24352 - ACEH', 'Ph. 0645-41034; 08126317343 Fax. 0645-46521', 'Email: yusufpase@yahoo.com']",yusufpase@yahoo.com,Lembaga Pembelaan Lingkungan Hidup dan Hak Asasi Manusia Aceh(LPLHa-Aceh),
"Jl. Komplek Mesjid Raya Baiturrahman
Kp. Baru
Banda Aceh - ACEH",,0651-25795,Indonesia,"['Jl. Komplek Mesjid Raya Baiturrahman\nKp. Baru', 'Banda Aceh - ACEH', 'Ph. 0651-25795 ']",,Lembaga Pemberdayaan Umat(LPU),
"Jl. Angsa Lorong Perjuangan I No. 17 Desa Lueng Bata
Banda Aceh 1993 KOTA BANDA ACEH - ACEH",,0651-635985,Indonesia,"['Jl. Angsa Lorong Perjuangan I No. 17 Desa Lueng Bata', 'Banda Aceh 1993 KOTA BANDA ACEH - ACEH', 'Ph. 0651-635985; 0852601588632 (Zainuddin) Fax. 0651-635985', 'Email: iseedaceh[at]yahoo.com;  iseedaceh[at]gmail.com']",iseedaceh[at]yahoo.com;  iseedaceh[at]gmail.com,Lembaga Pengembangan Sosial Ekonomi dan Lingkungan Hidup(LPSELH),
"Jl. Jambu no.9 Villa Buana Gardenia
Ajun Glee
Aceh Besar - ACEH",,0651-42661,Indonesia,"['Jl. Jambu no.9 Villa Buana Gardenia\nAjun Glee', 'Aceh Besar - ACEH', 'Ph. 0651-42661; 081534017316 ']",,Lembaga Pengkajian dan Pengembangan Sumberdaya Manusia(LP2SM),
"Jl. Indiser Utama No.8 E, Perumnas Indiser Sejahtera, Darussalam
Banda Aceh 23111 - ACEH",,08126901283,Indonesia,"['Jl. Indiser Utama No.8 E, Perumnas Indiser Sejahtera, Darussalam', 'Banda Aceh 23111 - ACEH', 'Ph. 08126901283 Fax. 0651-21184']",,Lembaga Rakyat Marginal(L-eReM),
"Gedung Rahmania, SEPAKAT Training Centre (R-STC)
Jln. Medan-Banda Aceh, Gampong Blang Panyang Kecamatan Muara Satu Kota
Lhokseumawe KOTA LHOKSEUMAWE - ACEH",,0645-46077,Indonesia,"['Gedung Rahmania, SEPAKAT Training Centre (R-STC)\nJln. Medan-Banda Aceh, Gampong Blang Panyang Kecamatan Muara Satu Kota', 'Lhokseumawe KOTA LHOKSEUMAWE - ACEH', 'Ph. 0645-46077 ']",,Lembaga Sepakat(Sepakat),
